Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1986-03-13 00:00:00-05:00,0.054276740947803055,0.06225868661791245,0.054276740947803055,0.05959763005375862,1031788800,0.0,0.0
1986-03-14 00:00:00-05:00,0.05959758646943881,0.0627907296090102,0.05959758646943881,0.06172594055533409,308160000,0.0,0.0
1986-03-17 00:00:00-05:00,0.06172594006033532,0.06332281762267941,0.06172594006033532,0.06279072910547256,133171200,0.0,0.0
1986-03-18 00:00:00-05:00,0.0627907656356985,0.06332285446246241,0.060661798317563256,0.061193887144327164,67766400,0.0,0.0
1986-03-19 00:00:00-05:00,0.06119386444890434,0.06172595307832859,0.0595975985606316,0.06012968719005585,47894400,0.0,0.0
1986-03-20 00:00:00-05:00,0.06012967326638588,0.06012967326638588,0.05800131924153206,0.058533407747745514,58435200,0.0,0.0
1986-03-21 00:00:00-05:00,0.05853342407156508,0.05959760138077009,0.05587298079855255,0.05693715810775757,59990400,0.0,0.0
1986-03-24 00:00:00-05:00,0.05693716723693837,0.05693716723693837,0.05480881227727258,0.055340901017189026,65289600,0.0,0.0
1986-03-25 00:00:00-05:00,0.05534090113757077,0.05640507861971855,0.05480881239649689,0.05640507861971855,32083200,0.0,0.0
1986-03-26 00:00:00-05:00,0.05640508060670453,0.05853343564597581,0.05587299184688671,0.05800134688615799,22752000,0.0,0.0
1986-03-27 00:00:00-05:00,0.058001343309386263,0.05906552076339722,0.058001343309386263,0.05906552076339722,16848000,0.0,0.0
1986-03-31 00:00:00-05:00,0.05906549625395897,0.05906549625395897,0.05746923073531861,0.058533407747745514,12873600,0.0,0.0
1986-04-01 00:00:00-05:00,0.05853343564597581,0.05853343564597581,0.05800134688615799,0.05800134688615799,11088000,0.0,0.0
1986-04-02 00:00:00-05:00,0.05800131924153206,0.05959758476017242,0.05800131924153206,0.058533407747745514,27014400,0.0,0.0
1986-04-03 00:00:00-05:00,0.05906552076339722,0.06066178694441365,0.05906552076339722,0.05906552076339722,23040000,0.0,0.0
1986-04-04 00:00:00-05:00,0.05906552076339722,0.05959760949040269,0.05906552076339722,0.05906552076339722,26582400,0.0,0.0
1986-04-07 00:00:00-05:00,0.05906552440579363,0.05959761316561145,0.05693716936652235,0.05800134688615799,16560000,0.0,0.0
1986-04-08 00:00:00-05:00,0.05800131924153206,0.05959758476017242,0.05800131924153206,0.058533407747745514,10252800,0.0,0.0
1986-04-09 00:00:00-05:00,0.05853345223256751,0.06012971896435418,0.05853345223256751,0.05959763005375862,12153600,0.0,0.0
1986-04-10 00:00:00-05:00,0.0595975985606316,0.06066177581948009,0.0585334213017831,0.06012968719005585,13881600,0.0,0.0
1986-04-11 00:00:00-05:00,0.060661798317563256,0.0622586768089346,0.060661798317563256,0.061193887144327164,17222400,0.0,0.0
1986-04-14 00:00:00-05:00,0.061193852033860276,0.062258641087536384,0.061193852033860276,0.06172594055533409,12153600,0.0,0.0
1986-04-15 00:00:00-05:00,0.0617259405553341,0.0617259405553341,0.05959758646943881,0.06172594055533409,9302400,0.0,0.0
1986-04-16 00:00:00-05:00,0.0617259586149427,0.06438701401160443,0.061193869937791856,0.06385492533445358,31910400,0.0,0.0
1986-04-17 00:00:00-05:00,0.06385497163885213,0.06438706070184708,0.06385497163885213,0.06438706070184708,22003200,0.0,0.0
1986-04-18 00:00:00-05:00,0.06438701555285484,0.06438701555285484,0.06172596009249466,0.06225866079330444,21628800,0.0,0.0
1986-04-21 00:00:00-05:00,0.062258660793304436,0.06279074948319203,0.06066178271271946,0.06225866079330444,22924800,0.0,0.0
1986-04-22 00:00:00-05:00,0.0622586768089346,0.0622586768089346,0.06119388714432717,0.061193887144327164,15552000,0.0,0.0
1986-04-23 00:00:00-05:00,0.06119387178683921,0.06172596048006776,0.06066178309361066,0.06145991384983063,15609600,0.0,0.0
1986-04-24 00:00:00-05:00,0.061459917864790964,0.06864372998721843,0.061193875784419954,0.06757955253124237,62352000,0.0,0.0
1986-04-25 00:00:00-05:00,0.06811162667839621,0.07476334864888412,0.06811162667839621,0.07183685898780823,85795200,0.0,0.0
1986-04-28 00:00:00-04:00,0.07183686102256447,0.07290103828087181,0.07130416038255848,0.07236894965171814,28886400,0.0,0.0
1986-04-29 00:00:00-04:00,0.07236897306709802,0.07236897306709802,0.069707917049478,0.07024000585079193,30326400,0.0,0.0
1986-04-30 00:00:00-04:00,0.07024000775690266,0.07077209657265594,0.06704747486238292,0.06864374130964279,30902400,0.0,0.0
1986-05-01 00:00:00-04:00,0.06864372998721843,0.06864372998721843,0.06651537507526631,0.06757955253124237,54345600,0.0,0.0
1986-05-02 00:00:00-04:00,0.06757955253124237,0.06864372998721843,0.06704746380325434,0.06757955253124237,20246400,0.0,0.0
1986-05-05 00:00:00-04:00,0.0675795355605402,0.0675795355605402,0.06704744696617126,0.06704744696617126,3254400,0.0,0.0
1986-05-06 00:00:00-04:00,0.06757955253124237,0.06864372998721843,0.06757955253124237,0.06757955253124237,9734400,0.0,0.0
1986-05-07 00:00:00-04:00,0.06757955253124237,0.0681116412592304,0.06651537507526631,0.06757955253124237,5155200,0.0,0.0
1986-05-08 00:00:00-04:00,0.06757954705966422,0.06811163574457169,0.06704745837475674,0.06811163574457169,3542400,0.0,0.0
1986-05-09 00:00:00-04:00,0.0681116412592304,0.0681116412592304,0.06757955253124237,0.06757955253124237,6076800,0.0,0.0
1986-05-12 00:00:00-04:00,0.06757954705966422,0.0697079017992941,0.06757954705966422,0.06811163574457169,10483200,0.0,0.0
1986-05-13 00:00:00-04:00,0.06811165249388951,0.06917583012539608,0.06811165249388951,0.06864374130964279,3830400,0.0,0.0
1986-05-14 00:00:00-04:00,0.06864372442947916,0.06864372442947916,0.06811163574457169,0.06811163574457169,9302400,0.0,0.0
1986-05-15 00:00:00-04:00,0.06811163574457169,0.06917581311438664,0.06811163574457169,0.06811163574457169,3801600,0.0,0.0
1986-05-16 00:00:00-04:00,0.06811165249388951,0.07024000775690266,0.06811165249388951,0.06864374130964279,11952000,0.0,0.0
1986-05-19 00:00:00-04:00,0.06864372998721843,0.06864372998721843,0.06704746380325434,0.06757955253124237,11001600,0.0,0.0
1986-05-20 00:00:00-04:00,0.0675795355605402,0.0675795355605402,0.06651535837180234,0.06704744696617126,61977600,0.0,0.0
1986-05-21 00:00:00-04:00,0.0670474806140515,0.06757956947545003,0.06598330289125443,0.06598330289125443,8092800,0.0,0.0
1986-05-22 00:00:00-04:00,0.06598330289125443,0.06651539175265296,0.06598330289125443,0.06598330289125443,4406400,0.0,0.0
1986-05-23 00:00:00-04:00,0.06598330289125443,0.0670474806140515,0.06598330289125443,0.06598330289125443,4089600,0.0,0.0
1986-05-27 00:00:00-04:00,0.0659832810049418,0.06811163574457169,0.0659832810049418,0.06811163574457169,13881600,0.0,0.0
1986-05-28 00:00:00-04:00,0.06811165064553619,0.07024000585079193,0.06811165064553619,0.07024000585079193,15523200,0.0,0.0
1986-05-29 00:00:00-04:00,0.07023998113472595,0.07290103621597309,0.06970789252064351,0.07183685898780823,45676800,0.0,0.0
1986-05-30 00:00:00-04:00,0.07236893584505223,0.07556146701089787,0.07236893584505223,0.074497289955616,27072000,0.0,0.0
1986-06-02 00:00:00-04:00,0.07449730416833283,0.07449730416833283,0.07236894965171814,0.07236894965171814,19728000,0.0,0.0
1986-06-03 00:00:00-04:00,0.07236894965171814,0.07236894965171814,0.07130416038255848,0.07236894965171814,5011200,0.0,0.0
1986-06-04 00:00:00-04:00,0.07236894760189065,0.07290103621597309,0.07130415836289081,0.07183685898780823,4723200,0.0,0.0
1986-06-05 00:00:00-04:00,0.07183688505307914,0.07290106266736984,0.07130418423487674,0.07290106266736984,13708800,0.0,0.0
1986-06-06 00:00:00-04:00,0.07290106266736984,0.07290106266736984,0.07183688505307914,0.07290106266736984,3427200,0.0,0.0
1986-06-09 00:00:00-04:00,0.0729010209611301,0.0729010209611301,0.06970787793397903,0.06970787793397903,12672000,0.0,0.0
1986-06-10 00:00:00-04:00,0.06970787793397903,0.06970787793397903,0.06864370092849766,0.06970787793397903,3427200,0.0,0.0
1986-06-11 00:00:00-04:00,0.06970787793397903,0.06970787793397903,0.06864370092849766,0.06970787793397903,2304000,0.0,0.0
1986-06-12 00:00:00-04:00,0.06970788993801591,0.06970788993801591,0.06651535837180234,0.06704744696617126,13708800,0.0,0.0
1986-06-13 00:00:00-04:00,0.06704744696617126,0.0675795355605402,0.06651535837180234,0.06704744696617126,7891200,0.0,0.0
1986-06-16 00:00:00-04:00,0.06704746741061923,0.06757955616723531,0.06598328989738705,0.06651537865400314,9590400,0.0,0.0
1986-06-17 00:00:00-04:00,0.06704746380325434,0.06864372998721843,0.06704746380325434,0.06757955253124237,13075200,0.0,0.0
1986-06-18 00:00:00-04:00,0.0675795355605402,0.0675795355605402,0.0659832697774334,0.06704744696617126,4348800,0.0,0.0
1986-06-19 00:00:00-04:00,0.06704746741061923,0.06757955616723531,0.06598328989738705,0.06651537865400314,8467200,0.0,0.0
1986-06-20 00:00:00-04:00,0.06651539959202132,0.06704748851613077,0.06651539959202132,0.06678144633769989,3801600,0.0,0.0
1986-06-23 00:00:00-04:00,0.06678142172288333,0.06757955253124237,0.06545119761929023,0.06757955253124237,46195200,0.0,0.0
1986-06-24 00:00:00-04:00,0.0675795355605402,0.06811162415490912,0.06651535837180234,0.06704744696617126,14572800,0.0,0.0
1986-06-25 00:00:00-04:00,0.0670474806140515,0.06757956947545003,0.06598330289125443,0.06598330289125443,15235200,0.0,0.0
1986-06-26 00:00:00-04:00,0.06598328004305695,0.06651536872020779,0.06385492533445358,0.06385492533445358,19152000,0.0,0.0
1986-06-27 00:00:00-04:00,0.06385493835737276,0.06438702714304063,0.06279076078603697,0.06332284957170486,10396800,0.0,0.0
1986-06-30 00:00:00-04:00,0.06332281359055787,0.06704743297383821,0.06279072510723212,0.06545116752386093,62352000,0.0,0.0
1986-07-01 00:00:00-04:00,0.06545116752386093,0.06545116752386093,0.06491907904053516,0.06545116752386093,47577600,0.0,0.0
1986-07-02 00:00:00-04:00,0.06545116752386093,0.06545116752386093,0.06491907904053516,0.06545116752386093,52617600,0.0,0.0
1986-07-03 00:00:00-04:00,0.06598328989738705,0.06704746741061923,0.06598328989738705,0.06651537865400314,14140800,0.0,0.0
1986-07-07 00:00:00-04:00,0.06651536872020779,0.06651536872020779,0.06385492533445358,0.06385492533445358,14054400,0.0,0.0
1986-07-08 00:00:00-04:00,0.06385492686296723,0.06385492686296723,0.06172596009249466,0.06225866079330444,14256000,0.0,0.0
